NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q006,Q024,Q025,Q026,Q047
da9cfe9f8efc244d0b1258f88f4b32574b04dc4a,22,2.0,3,1,2,1,427.3,576.0,458.8,399.5,1,140.0,120.0,80.0,120.0,60.0,520.0,1,2,1,1,1,1,1
1495bdf5d9b0cbbdf4784365d0aa9ae26c8dcab8,27,1.0,3,4,0,1,379.5,445.4,490.6,390.1,1,100.0,80.0,80.0,80.0,40.0,380.0,2,5,5,5,2,2,1
2489f9f61e56c30a5785d195737a3fff1a6143e3,18,2.0,1,2,0,2,441.4,501.5,544.8,445.8,0,120.0,100.0,100.0,120.0,40.0,480.0,3,5,2,2,2,1,1
071c65f3efbd1548c5c1017379e169c9a78923d5,17,2.0,1,2,0,2,505.2,436.3,419.5,433.7,0,120.0,100.0,100.0,100.0,60.0,480.0,5,3,3,2,2,2,1
500ff7d77267c44c1aa66dd1b102ab900d517bac,18,2.0,1,3,0,1,586.9,577.0,580.5,577.3,1,140.0,140.0,120.0,120.0,80.0,600.0,1,1,4,1,1,1,1
2066834fbc2524279b68819acf5d893c4649747a,22,2.0,1,1,5,1,541.5,593.9,577.8,672.8,0,140.0,140.0,140.0,140.0,40.0,600.0,2,3,6,3,2,3,1
c43dab93ead1b9745d0eea34299748508511ae73,16,1.0,1,3,0,1,459.1,474.0,385.6,394.3,0,160.0,120.0,120.0,140.0,60.0,600.0,4,5,2,1,1,1,1
49abb75f9b74ccf3d7d83dc43b4a2be7f57d8179,20,2.0,2,1,2,1,344.8,415.7,405.2,325.8,1,120.0,80.0,80.0,100.0,0.0,380.0,4,5,3,1,1,3,1
7fe1b882574b6e94fda004239983eaefd2000915,21,2.0,1,1,4,1,491.3,583.2,532.1,436.3,1,120.0,120.0,120.0,120.0,100.0,580.0,3,4,3,2,2,3,1
87745358da83c515b3e3ef35271521e12619fc4e,17,1.0,3,2,0,2,586.1,625.2,622.0,610.5,1,120.0,120.0,120.0,100.0,120.0,580.0,8,8,2,3,1,1,1
9d763c8c65095536ebb4a449f8929b1aed52b752,20,2.0,2,2,0,2,396.9,491.7,406.9,367.4,1,100.0,80.0,40.0,60.0,40.0,320.0,5,5,4,2,2,2,1
ed96967346cc4cea526c17d19ea6d4259daa0a8c,17,2.0,1,2,0,2,457.7,446.9,509.9,414.6,1,120.0,120.0,120.0,120.0,60.0,540.0,2,2,3,2,1,1,1
c3393e7ae3853f7ba097135ecedfa148d0ce26c0,18,1.0,3,1,1,1,419.2,416.2,410.4,422.4,1,120.0,100.0,120.0,100.0,80.0,520.0,2,5,2,1,1,1,1
d67c3fb44cbf198f88138df44c25348a9538356a,15,1.0,2,3,0,1,414.6,497.4,565.0,482.4,1,80.0,80.0,100.0,100.0,40.0,400.0,3,4,5,1,1,1,1
1db0b8405f4eda0d61db4016653045e85fd8c287,18,2.0,1,3,0,1,430.6,479.0,537.6,463.8,1,120.0,120.0,140.0,120.0,120.0,620.0,6,5,5,1,1,1,1
31c653a5fecca3fab636f5486121e0f8e12c8f30,19,2.0,3,3,0,1,390.8,523.9,532.3,365.3,1,120.0,80.0,100.0,120.0,80.0,500.0,8,8,2,1,1,1,1
6cb17ed40bde95b97942c49804549b3e34fdb781,17,1.0,3,2,0,2,479.6,592.7,559.5,384.8,0,120.0,120.0,100.0,120.0,100.0,560.0,3,4,3,2,2,1,1
0f75e0d18f8a8d6c199ff241e3f3b6c159d13d93,22,2.0,3,3,0,1,394.4,472.7,414.5,466.4,0,140.0,120.0,140.0,120.0,100.0,620.0,2,3,2,1,1,2,1
07b9fb4eb807f5c4232b319d844e465bc3eba1e4,20,2.0,3,3,0,1,374.2,412.0,452.3,503.3,1,100.0,80.0,80.0,80.0,0.0,340.0,2,3,3,1,1,1,4
7b115c5f3972aba2f7f5b459c3d70feb01de7641,17,1.0,3,1,1,1,587.8,584.3,576.9,646.5,0,120.0,120.0,100.0,100.0,120.0,560.0,5,5,5,3,2,3,4
f0b697ca36b639ed0eb054d02eb2007b9e356bbc,17,2.0,1,2,0,2,546.4,591.0,562.0,514.7,0,140.0,100.0,80.0,100.0,60.0,480.0,5,5,8,2,2,1,2
eda54dfc3964f1fb0d2baa07e8701058724b96b7,17,1.0,3,2,0,2,440.5,378.6,404.0,483.4,1,120.0,100.0,80.0,100.0,0.0,400.0,1,1,2,1,1,1,1
ca236b93d1777e21e2cfdc16439c0b90182aceeb,16,1.0,3,3,0,1,465.9,437.6,365.3,399.9,1,100.0,80.0,80.0,100.0,40.0,400.0,7,6,3,2,2,3,3
5b02ec4f685f99ce165874b352963ac6d6205417,16,2.0,1,3,0,1,437.2,525.7,474.6,382.8,1,120.0,80.0,80.0,80.0,40.0,400.0,8,8,3,2,2,1,1
87027185bf86277e3c90c92c1cd46ebad09ddd64,17,2.0,1,2,0,2,476.7,505.0,485.8,481.5,1,120.0,120.0,120.0,120.0,40.0,520.0,4,4,3,3,2,3,1
b39cf5e1a1108d537da5698c02a50fbdcbad1f51,21,2.0,2,1,4,1,609.5,516.7,484.7,430.2,1,100.0,120.0,120.0,120.0,60.0,520.0,2,2,2,2,1,1,1
4311996eb4cf15d0905390e7ab6749b8efc6460e,20,2.0,1,1,3,1,684.6,628.8,585.5,669.9,0,160.0,40.0,40.0,120.0,80.0,440.0,6,4,15,2,2,1,4
19485eb2e7a2a327650709de0656c6d039d32f1a,16,2.0,3,3,0,1,405.6,542.9,482.0,444.8,1,160.0,120.0,120.0,120.0,100.0,620.0,2,2,3,1,1,1,1
84d9393f9c2b5b01353ee670c385d5cd6fcc587d,21,1.0,3,1,3,1,383.4,485.1,508.7,439.1,0,80.0,60.0,60.0,80.0,0.0,280.0,5,5,1,2,2,2,1
c20c98e721c9141f7aa26024a5e02af89ca65711,22,2.0,2,1,2,1,431.3,419.3,515.9,460.8,0,80.0,120.0,80.0,60.0,20.0,360.0,3,3,2,2,2,1,1
f50ffa559c9661125acb62330482cc43ac10d0bf,17,2.0,3,2,0,2,428.2,467.2,485.3,505.6,0,140.0,120.0,120.0,120.0,100.0,600.0,6,6,9,3,2,1,1
83ce0628ad6cae02ad894cc4d7ad06ac24d3138c,19,1.0,3,3,0,1,453.0,419.9,394.0,392.8,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,1,1,1
cf928c6c51ba4e28d9b1110e14d20041dc1f4317,16,1.0,3,3,0,1,493.3,592.2,549.4,484.2,1,100.0,80.0,80.0,60.0,40.0,360.0,2,5,3,1,1,1,1
4c30606b13690a116d5faa2f404329c1c0787b8b,18,1.0,1,1,1,1,429.1,558.5,501.3,549.1,1,120.0,120.0,100.0,120.0,120.0,580.0,5,5,3,2,2,1,1
6f3055cf5e2cbb8c627e2b66a0104f4252dbd178,19,2.0,1,2,0,2,425.9,504.0,424.7,372.0,1,120.0,120.0,100.0,120.0,40.0,500.0,2,2,2,1,1,1,1
5fdbb47a18fc79a7ae0c5d299e911d1685a14c9e,35,1.0,1,1,4,1,586.0,599.3,573.0,637.8,1,160.0,40.0,40.0,120.0,40.0,400.0,5,7,8,2,1,3,1
cf723f630209ea3be4f3bda8dfc46aede19b7ed4,18,1.0,3,1,1,1,602.6,596.2,541.7,579.9,1,120.0,120.0,120.0,100.0,100.0,560.0,5,3,5,2,1,1,1
a8fb86690f845e1aaa357bed0aef36143ec0a043,18,2.0,3,1,1,1,445.7,561.4,461.8,512.8,1,120.0,120.0,120.0,120.0,100.0,580.0,3,4,2,1,2,1,1
c07f8054198016eac1fd2ffcd74dc17b9f42900a,48,2.0,3,1,10,1,437.3,499.3,480.2,492.1,1,120.0,100.0,80.0,100.0,80.0,480.0,2,3,3,1,1,3,1
4e16030cd51f1725e88e308feb5dbf62bd5c0beb,18,1.0,3,2,0,3,647.3,643.2,577.0,683.0,0,160.0,200.0,160.0,160.0,160.0,840.0,7,7,10,2,2,1,4
4e98e06174e4b6e5737f79bc3a047dbf2285aed0,17,1.0,1,2,0,3,504.1,631.0,524.8,741.1,0,120.0,120.0,140.0,120.0,80.0,580.0,7,6,16,2,2,1,4
525581b282486938aa43c5dadd146b73266754e4,30,2.0,3,1,10,1,455.8,513.0,439.0,498.0,1,120.0,100.0,80.0,120.0,60.0,480.0,8,2,3,2,1,3,1
bf67a6a97da4a29ce179967513eb8a0addcebd80,24,2.0,3,1,7,1,460.1,537.5,582.0,444.6,1,120.0,140.0,120.0,120.0,80.0,580.0,2,4,3,2,1,3,1
243781b0b475a054455e2cdeacec8fc73235c8c2,54,1.0,1,1,10,1,577.3,618.2,585.6,439.2,0,120.0,120.0,120.0,100.0,80.0,540.0,4,4,10,2,2,3,1
6e70478aa0e10d4895322c7085c3cebbac82daf3,18,2.0,3,1,1,1,396.3,500.5,485.9,334.8,1,100.0,100.0,100.0,80.0,60.0,440.0,5,5,3,2,2,1,1
2d0e6eba479538d6d6f756331d568138f352185a,20,2.0,3,1,2,1,499.4,513.9,583.7,592.6,1,120.0,100.0,120.0,120.0,20.0,480.0,5,5,4,2,2,2,1
afd53fa1d987aaa2e763f862f12ef36a852566f3,18,1.0,3,2,0,2,400.1,520.2,523.6,467.5,1,120.0,100.0,100.0,80.0,60.0,460.0,8,3,1,2,2,1,1
cb0931229bbdb68253642616ff333c64e0f7779c,17,1.0,5,3,0,1,432.7,503.4,553.6,449.6,0,80.0,60.0,40.0,60.0,20.0,260.0,4,4,1,1,1,1,1
a13bd85ae9b2db67117a4b81e9ff30f1644983cc,21,2.0,3,1,4,1,385.4,482.7,551.5,577.5,0,120.0,140.0,120.0,140.0,120.0,640.0,1,2,3,2,1,1,1
87bb7e3e4b1c8f141dd06b0489686aed515cba4d,30,2.0,3,1,10,1,428.4,535.6,421.7,373.4,0,80.0,80.0,80.0,80.0,40.0,360.0,2,2,4,2,1,3,1
92f12384f340087672ba08bcaf639344c9e80f00,18,2.0,2,1,2,1,590.5,639.4,594.2,657.3,1,160.0,140.0,180.0,160.0,60.0,700.0,4,7,11,2,2,1,5
18b0831b94604d602b430ea040aa68c1df63c206,18,1.0,3,3,0,1,417.9,481.6,456.0,426.2,1,120.0,80.0,80.0,100.0,40.0,420.0,1,1,3,1,2,3,1
ba80d0f00be0efb82e0fec882d7dd516178dedeb,21,2.0,1,1,4,1,407.1,480.6,456.6,487.2,1,80.0,100.0,100.0,80.0,40.0,400.0,5,5,4,2,2,1,1
5638fca55cdb79271eef308156f42fb2ececa7c5,17,2.0,1,3,0,1,525.5,588.3,526.8,498.9,1,140.0,140.0,120.0,100.0,100.0,600.0,2,5,3,2,1,1,1
11ab66bb651779689f1bf9da4541b045b55638b2,16,2.0,3,3,0,1,451.4,494.2,490.0,461.6,1,140.0,120.0,120.0,140.0,120.0,640.0,4,5,3,2,2,1,1
cd5f63cf54e61bf3c4226bfee263c173f3a2e5f1,18,1.0,2,2,0,2,443.8,446.0,479.1,472.9,0,100.0,100.0,100.0,80.0,60.0,440.0,2,5,2,1,1,1,1
ef111539f7a188e4d5056f7d72b9a1a28bb423f3,20,2.0,3,2,0,2,380.3,441.1,423.0,366.5,0,100.0,120.0,120.0,120.0,80.0,540.0,1,1,1,1,1,1,1
86bd61680ebb400fa9e03acb5ba71dd15e22c463,19,2.0,1,1,2,1,603.0,617.5,587.1,576.3,0,180.0,160.0,180.0,180.0,160.0,860.0,5,5,7,3,2,1,1
591ca99514a8d3efa55bda798b533d2c7026add9,18,2.0,3,2,0,2,405.6,413.1,425.2,374.8,0,120.0,120.0,120.0,120.0,60.0,540.0,2,2,2,1,1,1,1
00a6b2131cb0b357e45ab22921aa5c9bd24fb500,20,1.0,1,1,2,1,568.9,599.7,635.7,562.9,0,120.0,120.0,100.0,120.0,100.0,560.0,4,4,2,3,2,1,2
10aee54ed3d2eba3e2a3697f2edf24ba976da62a,18,1.0,2,2,0,2,450.9,617.4,518.3,527.5,1,120.0,120.0,120.0,120.0,140.0,620.0,1,1,3,1,1,1,1
c96b9de13182504eaece77e402808e4b907c8662,22,2.0,1,1,4,1,449.6,543.3,480.6,436.1,1,120.0,120.0,120.0,120.0,80.0,560.0,2,2,4,2,2,3,1
b6e4238a6d200747ba1f422211e07d323e67a252,19,1.0,2,2,0,2,465.7,478.0,509.0,400.4,1,120.0,140.0,140.0,120.0,40.0,560.0,2,2,2,1,1,1,1
4cb217d0095ba1e738ce452a4a3110520ff46350,18,1.0,3,1,1,1,586.1,634.7,614.0,673.1,0,160.0,160.0,140.0,120.0,120.0,700.0,3,5,4,2,2,1,1
be3e8501e54c775521c4410fe055bbe42474d363,19,1.0,1,1,1,1,640.3,664.1,625.2,662.9,0,120.0,200.0,200.0,160.0,180.0,860.0,6,6,9,2,2,1,4
1446b707de16febe4d1ce532b95258248dd4e494,16,1.0,2,3,0,1,414.0,540.2,538.1,447.6,0,100.0,80.0,80.0,80.0,40.0,380.0,4,5,3,1,1,1,1
943ad40eac26c7bb2c122b07bee13c96fa66943f,22,2.0,1,1,5,1,642.1,638.6,624.8,675.1,0,160.0,180.0,160.0,140.0,140.0,780.0,5,6,8,2,2,1,4
b5e5270c9df1c28b057726097c2158bcc7b3e4ba,21,1.0,3,1,2,1,439.6,521.7,456.9,442.4,1,80.0,80.0,80.0,60.0,20.0,320.0,8,5,2,2,2,3,1
4148a6d3614c1cdb24046ef6d38e21abffc15766,17,2.0,1,2,0,2,518.3,621.3,543.8,403.1,0,120.0,120.0,80.0,120.0,120.0,560.0,2,4,2,2,2,1,1
de9fc885b6656b2be176a89b5487c99739a69038,17,2.0,2,2,0,2,380.9,517.5,492.2,350.8,0,120.0,80.0,80.0,80.0,100.0,460.0,2,2,2,2,2,1,1
692453bda582195efb153cb29846d6233be3e660,20,2.0,2,1,2,1,410.3,489.4,491.5,454.0,1,120.0,60.0,80.0,100.0,0.0,360.0,5,4,3,1,2,3,1
cb6b6a968340c0b04811a7440d1a188c31bc8974,18,2.0,1,2,0,2,427.7,611.1,587.4,628.2,1,200.0,180.0,180.0,180.0,160.0,900.0,5,5,6,2,2,2,1
e5c28a850c8c8ec8dfb946f342c1637ff5d7dec3,17,1.0,2,2,0,2,394.6,376.5,478.9,364.1,1,120.0,60.0,100.0,80.0,20.0,380.0,8,4,1,1,1,2,1
1525e655da10dda9f8e44b9ffbddcb6b5d04ce31,18,2.0,1,2,0,2,487.3,583.8,441.1,675.8,1,120.0,120.0,80.0,120.0,100.0,540.0,6,6,9,2,2,1,1
c294b8c0f2b806f3d549f4ed3b5e48fa7436693a,18,2.0,3,2,0,2,526.9,550.3,538.3,528.6,1,140.0,160.0,160.0,160.0,40.0,660.0,3,4,7,2,1,2,1
3e2208e9e7d6e7a21dc4cc22f375b994e88db5bc,19,2.0,1,2,0,2,467.6,471.0,494.1,506.3,1,120.0,120.0,120.0,120.0,40.0,520.0,2,2,3,2,1,1,1
a20ed036be8e41e334c667c2c92b9ccba71bff27,17,1.0,1,2,0,3,616.3,605.6,588.1,725.1,0,120.0,120.0,140.0,140.0,140.0,660.0,7,7,16,2,2,1,4
b8487e3172d0f406809db04ea4ca759eb8bc8182,17,1.0,3,2,0,3,450.2,386.1,448.3,443.2,0,160.0,120.0,140.0,160.0,100.0,680.0,5,6,16,3,2,3,4
d79be2b34433bbfd7686034b07033b1c4e95bedd,36,2.0,3,1,10,1,536.8,471.7,483.6,445.4,0,120.0,80.0,100.0,80.0,100.0,480.0,2,5,3,1,1,3,1
7e2107b714badf2c39d31f432d0259cf7610d1f8,40,1.0,3,1,10,1,436.8,504.8,547.6,404.2,1,120.0,120.0,100.0,120.0,40.0,500.0,2,2,3,2,2,2,1
861ded47825e59ffc8f9bdd8f9aa2fe6162606cf,17,1.0,1,3,0,1,590.5,619.4,592.0,531.0,0,120.0,120.0,100.0,100.0,120.0,560.0,7,7,9,2,2,1,4
e69c3fff9cb9545ade249291347f401c942a5f6c,47,2.0,3,1,8,1,391.3,565.9,478.9,333.7,1,80.0,80.0,80.0,80.0,40.0,360.0,2,1,1,1,1,2,1
c79261ce16880e10e8b4616b4d4674d4e486229d,17,2.0,3,2,0,2,524.7,579.3,497.6,373.7,1,120.0,120.0,140.0,140.0,120.0,640.0,1,1,4,2,1,1,1
0262adb94b4e7de790f0bc78abaddee533771f64,18,1.0,3,2,0,2,573.9,419.7,399.8,527.5,1,80.0,100.0,80.0,80.0,20.0,360.0,1,2,1,1,1,1,1
e1012a2ae2f3885faa7e31d423c1619f84c4ee52,23,1.0,2,1,5,1,422.2,524.3,469.3,498.4,0,120.0,80.0,80.0,80.0,20.0,380.0,5,2,2,1,1,2,1
35d68d278ea096330dfb2d457ae8aaa0ff4dc626,18,2.0,3,1,1,1,550.9,585.3,505.8,414.1,0,120.0,100.0,120.0,120.0,100.0,560.0,4,5,3,2,2,1,1
bde57cbebdf1087fe66fa8452a6e308f6b59acb4,20,2.0,1,1,2,1,417.7,528.9,560.2,464.5,1,120.0,120.0,120.0,120.0,20.0,500.0,4,2,3,1,2,3,1
cb9b2a2180041c0fbe766b18a0ed221a8647c059,22,1.0,2,1,1,1,544.2,582.9,535.7,539.2,1,120.0,60.0,60.0,80.0,20.0,340.0,2,3,4,2,2,2,1
ec37d6ed4a734a6ae90ae83b08f7ff8932b42a0f,21,2.0,3,1,4,1,434.1,533.3,404.6,465.7,1,140.0,100.0,100.0,140.0,80.0,560.0,1,2,4,1,2,3,1
14f4589df6dc88eef166e658dd68e771c6bd04cc,19,2.0,3,1,2,1,499.3,519.8,509.4,378.6,1,100.0,160.0,140.0,140.0,120.0,660.0,5,5,2,2,2,1,1
73681621e52f89d85dbf681c8c1dcabc3ca787c0,23,2.0,3,1,4,1,416.0,422.3,463.9,340.9,1,80.0,80.0,80.0,40.0,40.0,320.0,5,5,3,1,1,3,1
f2198aae63243ad497fa1b8f83b831a8b078640c,18,2.0,3,1,1,1,622.3,656.3,647.3,643.7,0,160.0,200.0,200.0,200.0,180.0,940.0,5,5,7,2,2,1,4
2a2f8df5b7eb2a74ec86e93e096869ac735803e8,18,2.0,1,2,0,2,481.2,542.1,475.4,384.1,1,120.0,100.0,80.0,100.0,60.0,460.0,2,1,3,1,1,1,1
fe31a81162a58b23fc3b35ed108a80ee4d93f552,17,1.0,3,2,0,2,413.0,582.2,610.1,446.6,1,120.0,120.0,80.0,120.0,80.0,520.0,8,5,2,1,1,2,1
f068469efc59a0c790af51d092469898db9aec88,17,2.0,2,2,0,2,482.2,540.2,449.4,541.4,1,80.0,80.0,80.0,80.0,40.0,360.0,5,4,6,2,1,1,1
32a644c4af2a334bb1cbebbb2a07105952eebe2c,17,2.0,1,2,0,2,489.8,512.4,556.6,586.5,0,120.0,120.0,120.0,120.0,100.0,580.0,5,4,4,2,2,1,1
f4786522d9ca428da83a5bbad2bf697e61473b0e,28,1.0,3,1,1,1,401.8,535.9,529.3,444.4,1,120.0,120.0,120.0,120.0,80.0,560.0,8,2,4,2,2,3,1
6415add84c28c202a549e3a3d7b8bfc9d40683d9,20,1.0,3,1,4,1,617.7,649.4,600.4,688.6,0,160.0,160.0,160.0,160.0,120.0,760.0,5,7,13,3,2,1,2
3342b3e4b2ce4468651d06ab4fabadb108b6817d,17,2.0,1,3,0,1,395.3,439.8,498.8,569.7,1,120.0,120.0,80.0,100.0,80.0,500.0,6,7,10,4,2,1,4
fd7e08e7d5b1cdc6c104d67c24c0cfd797600deb,17,2.0,1,2,0,3,586.8,649.4,546.0,600.2,0,120.0,160.0,160.0,160.0,120.0,720.0,5,5,7,2,2,1,4
b6d68e553b18e410b8198f480b522dc77e6b0e44,20,1.0,1,1,2,1,603.9,597.5,501.5,497.2,1,140.0,120.0,120.0,120.0,100.0,600.0,5,5,2,1,1,1,5
98f98a16bb5aac9af6382ac395ce43b84cd23fb3,18,2.0,3,2,0,2,515.7,545.2,571.3,550.9,0,140.0,120.0,120.0,140.0,120.0,640.0,5,5,4,2,2,1,1
3a0e59eb71cae4733fa1c13d03d7906802b585d6,19,1.0,3,2,0,2,452.8,470.7,563.5,404.1,1,120.0,100.0,100.0,120.0,60.0,500.0,6,5,7,2,2,3,1
a6b50011e1b7882bd9fd3339be914d9a82fe86ec,17,2.0,1,3,0,1,618.3,628.3,649.5,704.0,0,160.0,160.0,160.0,160.0,160.0,800.0,5,6,9,3,2,1,5
8d437075989c75faf7cf5ed4276bc06178019f94,22,1.0,0,1,4,1,437.1,530.1,499.0,514.3,1,120.0,120.0,120.0,120.0,60.0,540.0,5,5,4,1,1,3,1
a5af78ba5e69d123c03dee15fe08a4f5bccee421,20,1.0,1,1,3,1,514.1,615.6,535.7,507.9,0,120.0,120.0,120.0,100.0,140.0,600.0,1,2,4,2,2,2,1
dfb5846eadb840be9083b7feb7b6c95712ffd75d,18,2.0,3,2,0,2,399.0,424.7,521.9,563.4,1,140.0,140.0,120.0,120.0,40.0,560.0,5,1,2,1,1,1,1
d62e685d5e6ce5cfc694d8e7ab6770e8d90f64b5,18,2.0,4,1,1,1,540.2,601.5,573.7,563.2,1,120.0,120.0,120.0,120.0,60.0,540.0,3,4,7,2,2,2,1
6d4c5baec7081ad7ce236c36005709433706c5ac,24,2.0,3,1,5,1,365.4,464.5,488.4,489.1,0,80.0,80.0,80.0,100.0,80.0,420.0,1,2,3,2,1,3,1
b8b76ad57efcc9e35ef89c1012da3220dcd33b2c,17,2.0,3,2,0,2,396.7,555.6,514.8,545.0,1,120.0,120.0,100.0,120.0,40.0,500.0,3,2,3,1,1,2,1
9046cacea4de1f2540d210d14a92d2ccfb56ed6d,16,2.0,2,3,0,1,501.4,605.5,592.0,366.1,0,120.0,120.0,100.0,120.0,140.0,600.0,3,7,5,2,2,1,4
def85c67c2a961c0ff0adefb4dee40091fdfc371,18,2.0,2,1,1,1,452.9,499.2,529.3,390.8,0,120.0,120.0,120.0,120.0,40.0,520.0,3,3,5,1,2,1,1
9dacadba73972070c4bb6ac9f380e5069ea4d894,16,2.0,3,3,0,1,469.8,583.4,574.0,502.0,0,140.0,120.0,120.0,120.0,100.0,600.0,8,5,3,1,1,1,2
2f9336b2f4696dd2fdd8f41aa90a6459bbeef4df,17,1.0,3,2,0,2,595.1,622.7,581.2,605.4,0,100.0,120.0,100.0,120.0,20.0,460.0,2,5,3,2,2,1,1
e6e543b02f749510e255d7dc1f43f3f38b04ef2b,18,2.0,1,2,0,2,417.4,493.3,485.6,423.6,1,120.0,120.0,120.0,120.0,80.0,560.0,3,5,3,3,2,1,1
2d8cf0984d51c1dc8677cbd5324158bdea010be9,18,2.0,3,2,0,2,440.9,453.2,435.3,401.5,1,80.0,80.0,80.0,80.0,80.0,400.0,2,2,2,1,2,1,1
0312d494e001029f619c07ba40ad8dc8554d45ce,18,2.0,2,1,1,1,485.0,446.3,496.7,389.0,1,120.0,120.0,120.0,120.0,40.0,520.0,8,4,3,1,1,1,1
ee21820c00f866a633107a5865bffbf8100c8863,21,1.0,1,1,3,1,479.9,536.7,516.8,465.5,0,120.0,120.0,120.0,120.0,80.0,560.0,6,2,2,1,2,3,1
fc399dc622ba65d5ab855512e33adffd65ae482c,19,1.0,1,4,0,1,507.9,460.2,444.6,376.3,1,120.0,100.0,120.0,100.0,0.0,440.0,3,3,4,2,2,1,1
c82be1f646f853fc46ba5d2874494ab7176d4a5c,18,2.0,1,2,0,3,633.8,750.4,730.0,600.0,0,160.0,180.0,180.0,160.0,140.0,820.0,5,5,16,5,2,1,4
357cfe211013a5deaf0ef409433385f43e519ccb,16,1.0,1,3,0,1,610.0,633.7,487.2,647.7,0,140.0,120.0,100.0,120.0,100.0,580.0,6,7,15,3,2,1,4
72b30e9fa2483558e8b2f7b5827363326a254ef7,22,2.0,2,1,2,1,396.7,478.1,465.1,334.2,1,80.0,80.0,80.0,80.0,0.0,320.0,2,2,4,2,2,2,1
e959df1d23c634c6dfe5e9aae6322faeaf502be6,35,2.0,2,1,10,1,377.3,475.4,541.9,466.7,0,160.0,160.0,120.0,160.0,80.0,680.0,8,3,3,1,1,2,1
4041d239a20d071125c3a872cb8f215ec620d21c,18,1.0,3,3,0,1,522.5,465.6,404.5,435.5,1,100.0,80.0,80.0,60.0,40.0,360.0,2,2,2,1,1,1,1
677dcd80eab506a3ca4c125490b6d4f06d45806d,32,2.0,3,1,2,1,470.3,502.8,536.2,467.6,0,100.0,120.0,100.0,120.0,20.0,460.0,1,1,2,1,1,3,1
beef75ebcc1099ef719e075fa3009a0686d0f803,16,1.0,3,3,0,1,507.3,522.2,521.2,516.3,0,140.0,140.0,140.0,140.0,80.0,640.0,5,4,3,2,1,1,1
6660f94adc4182596bb9cf982b5edf7990a10911,18,1.0,3,1,2,1,417.2,509.5,509.3,453.5,0,120.0,80.0,100.0,120.0,0.0,420.0,3,4,3,1,1,2,1
ad10c3cc5c42f1cb78a651fb2636074af185f7fd,17,2.0,1,2,0,2,486.9,513.2,558.8,555.0,0,120.0,120.0,100.0,120.0,100.0,560.0,5,4,3,2,2,1,1
30e776f7e4408a083f2138a67fe237ec267ed837,16,1.0,3,3,0,1,458.4,457.7,443.0,385.2,0,120.0,140.0,140.0,140.0,100.0,640.0,8,5,3,2,2,1,1
3964478f572f8bd3709a3bfa67320825e174863d,19,2.0,1,2,0,2,391.8,441.4,518.5,473.8,0,120.0,120.0,120.0,120.0,80.0,560.0,4,5,2,1,1,1,1
95cef9355ac8b7edaffc1adb6280ea689939e6bc,16,1.0,0,3,0,1,380.8,568.5,578.2,408.9,0,80.0,100.0,80.0,100.0,40.0,400.0,5,4,4,1,2,1,1
4e42b320266ddbdf6594150c31e84e01b497652c,16,2.0,1,2,0,2,428.5,495.1,445.0,379.7,1,160.0,80.0,100.0,100.0,120.0,560.0,4,5,2,1,1,1,1
c7b63d68d9eef97a9cb01e569b13cf06e558de66,25,1.0,3,1,9,1,439.8,550.7,361.8,523.0,1,100.0,100.0,100.0,60.0,80.0,440.0,2,4,2,1,2,2,1
bbdc899960c50720adc1f79ecf946ee5edabd215,19,2.0,3,1,1,1,401.1,486.9,495.0,398.2,1,100.0,120.0,80.0,80.0,60.0,440.0,5,7,5,2,2,2,1
450638349189a1518fc1b141baded28792f58bab,18,2.0,3,2,0,2,405.9,540.9,513.2,448.4,1,140.0,120.0,160.0,160.0,140.0,720.0,8,5,2,1,1,2,1
57ae18938f91c694ca2d1265cbbfadbbd1898de0,23,2.0,3,4,0,1,372.8,443.3,514.9,416.2,1,120.0,120.0,140.0,140.0,20.0,540.0,2,3,2,2,1,2,1
883a7e224a92b9e627111927b3536f32b101a90f,37,2.0,3,1,10,1,453.5,596.3,501.3,484.6,0,140.0,120.0,120.0,120.0,80.0,580.0,1,3,8,1,2,3,1
26b8ddff19591d0e9127874e6764fbd71951b721,20,1.0,3,2,0,2,0.0,450.6,402.9,491.2,1,100.0,80.0,80.0,80.0,20.0,360.0,3,3,2,1,1,1,1
e7a3552f766775370a2866df4b686a06f48892ec,22,2.0,3,1,4,1,547.2,650.7,568.3,579.0,0,160.0,120.0,120.0,160.0,120.0,680.0,5,5,7,4,2,2,1
0e88d2f53edfdc7d5df0c58ac7cd67183e89a7e2,21,1.0,1,4,0,1,411.6,543.5,493.6,493.7,1,140.0,100.0,120.0,120.0,100.0,580.0,2,2,2,2,1,2,1
a6372a8f40f0a674c6e3d381bd65cde3bd62da1b,22,2.0,4,1,4,1,438.8,533.8,519.8,436.1,1,120.0,120.0,100.0,120.0,60.0,520.0,5,3,3,1,1,2,1
